ConstituentID,DisplayName,candidats_scores_wikidata,date_naissance,Lieu_naissance,date_mort,Lieu_mort,Roles 1,Roles 2,Roles 3,Roles 4,Roles 5,Nationalite 1,Nationalite 2,Nationalite 3,Nationalite 4,Nationalite 5,Domaines_activite 1,Domaines_activite 2,Domaines_activite 3,Domaines_activite 4,Domaines_activite 5
23292,Émile Reynaud,"{candidats : [('Q286445', 96.5882352941), ('Q286313', 53.2941176471)]}",1844,Montreuil,1918,Ivry-sur-Seine,,,,,,France,,,,,photographie,,,,
23397,Alfred Saint-Martin,,,,,,,,,,,Canada,France,,,,photographie,,,,
24330,Chapman & Hall,"{candidats : [('Q2054191', 55.5555555556), ('Q27722946', 27.2222222222), ('Q27722945', 26.1111111111), ('Q6110047', 5.0)]}",,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
24340,R. Child Bayley,"{candidats : [('Q96473103', 68.2222222222)]}",,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
23649,C. Tune,"{candidats : [('Q948', 40.5555555556), ('Q2901554', 26.6666666667), ('Q321785', 25.6666666667)]}",,,,,,,,,,France,,,,,photographie,,,,
23718,Louis Viallet,"{candidats : [('Q56036347', 49.7058823529), ('Q80689588', 29.4117647059)]}",1839,Tournus,1878,,Artiste,,,,,France,,,,,photographie,,,,
24420,Alexander Schäfer,"{candidats : [('Q1685183', 77.7777777778), ('Q96755269', 74.4444444444), ('Q2040578', 59.4444444444), ('Q57159730', 55.5555555556), ('Q92975818', 55.5555555556), ('Q112459771', 55.5555555556), ('Q59680484', 42.7777777778), ('Q102178063', 34.4444444444)]}",,,,,,,,,,Allemagne,,,,,peinture,,,,
24556,Emil Büchner,"{candidats : [('Q94908821', 64.7058823529), ('Q361381', 41.2941176471), ('Q102239478', 41.1764705882)]}",1872,Leipzig,1949,Leipzig,,,,,,Allemagne,,,,,peinture,,,,
24646,Gustav Adolf Closs,"{candidats : [('Q1555530', 84.5882352941)]}",1864,Stuttgart,1938,Berlin,,,,,,Allemagne,,,,,peinture,,,,
24889,Otto Wilhelm Erdmann,"{candidats : [('Q2038616', 81.4117647059), ('Q1542873', 51.2941176471), ('Q213886', 44.2941176471), ('Q105242', 43.0), ('Q1581583', 39.1176470588), ('Q121268', 38.1764705882), ('Q95321511', 33.8823529412), ('Q94907266', 30.6470588235), ('Q55030969', 29.4117647059), ('Q108824407', 29.4117647059), ('Q2038404', 27.0), ('Q95007496', 23.0588235294), ('Q18916527', 23.0), ('Q94821435', 22.0588235294), ('Q126933510', 21.4705882353), ('Q124214679', 20.8823529412), ('Q128047000', 20.8823529412), ('Q26216002', 19.7058823529), ('Q75721121', 18.2352941176)]}",1834,Leipzig,1905,Düsseldorf,,,,,,Allemagne,,,,,peinture,,,,
24938,Otto Fikentscher,"{candidats : [('Q18026595', 84.6153846154), ('Q19959427', 50.4615384615)]}",1862,Zwickau,,,,,,,,Allemagne,,,,,peinture,,,,
24244,colonel P.C. Bull,,,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
24295,Leopold Rottmann,"{candidats : [('Q174819', 88.2352941176), ('Q132238474', 16.1764705882)]}",1812,Heidelberg,1881,Munich,,,,,,Allemagne,,,,,peinture,,,,
24360,The Byron Company,"{candidats : [('Q5004329', 48.3333333333), ('Q110940627', 45.5555555556), ('Q127377504', 44.8888888889), ('Q1138113', 42.7777777778), ('Q4835785', 41.1111111111), ('Q42954977', 36.1111111111), ('Q20724441', 19.4444444444)]}",,,,,,,,,,Etats-Unis,,,,,photographie,,,,
25364,Franz Hein,"{candidats : [('Q15454146', 84.6153846154), ('Q1447143', 67.5384615385), ('Q105170', 58.0769230769), ('Q96520', 55.8461538462), ('Q1295163', 54.5384615385), ('Q64367', 53.7692307692), ('Q9263438', 52.4615384615), ('Q1447170', 52.3846153846), ('Q1447165', 52.0769230769), ('Q214839', 51.8461538462), ('Q72574', 51.4615384615), ('Q71583', 50.6923076923), ('Q19959798', 50.6923076923), ('Q1445775', 48.7692307692), ('Q28056566', 48.7692307692), ('Q1447157', 48.5384615385), ('Q1368561', 47.6923076923), ('Q1447160', 47.3076923077), ('Q153455', 46.8461538462), ('Q87668', 46.5384615385), ('Q1595926', 45.3076923077), ('Q1382010', 44.6153846154), ('Q59616892', 44.6153846154), ('Q15428582', 44.0), ('Q1418270', 43.0)]}",1863,Altona,,,,,,,,Allemagne,,,,,peinture,,,,
25367,Eduard Heinel,"{candidats : [('Q30075185', 84.7058823529), ('Q23661968', 37.7647058824)]}",1835,Munich,1895,Munich,,,,,,Allemagne,,,,,peinture,,,,
25374,Adolf Heller,"{candidats : [('Q362079', 84.7058823529), ('Q95402731', 46.0), ('Q827906', 45.1764705882), ('Q51548155', 43.6470588235), ('Q111671399', 36.1176470588), ('Q108901249', 33.0588235294), ('Q55679031', 31.7058823529), ('Q104705634', 29.4117647059)]}",1874,Hambourg,1914,Berlin,,,,,,Allemagne,,,,,peinture,,,,
24616,Büttgen,"{candidats : [('Q97753965', 59.4444444444), ('Q99391193', 57.7777777778), ('Q17561261', 56.1111111111), ('Q95800411', 52.8888888889), ('Q1452821', 42.6666666667), ('Q95903700', 41.1111111111), ('Q97525975', 41.1111111111), ('Q133519786', 37.2222222222), ('Q62095242', 35.5555555556), ('Q95847342', 35.5555555556), ('Q132279786', 35.5555555556), ('Q93234579', 33.8888888889), ('Q116847925', 22.7777777778), ('Q128589997', 21.1111111111)]}",,,,,,,,,,Allemagne,,,,,peinture,,,,
25564,Max Kahn,"{candidats : [('Q18600071', 84.6153846154), ('Q15458871', 54.7692307692), ('Q130251207', 54.0), ('Q42306443', 50.3076923077), ('Q5354250', 44.4615384615), ('Q104807669', 43.3846153846), ('Q19515185', 38.4615384615), ('Q76456454', 38.4615384615), ('Q104807667', 38.4615384615), ('Q104807668', 38.4615384615), ('Q106820708', 38.4615384615), ('Q63303873', 33.8461538462), ('Q63159502', 26.9230769231)]}",1857,Mannheim,,,,,,,,Allemagne,,,,,peinture,,,,
24815,Ferdinand Dorsch,"{candidats : [('Q15119625', 84.8235294118), ('Q128166560', 21.8823529412)]}",1875,Pécs,1938,Dresde,,,,,,Allemagne,,,,,peinture,,,,
24818,Heinrich Dreber,"{candidats : [('Q878306', 81.4117647059)]}",1822,Dresde,1875,Fiuggi,,,,,,Allemagne,,,,,peinture,,,,
24883,Ernst Julius Engelmann,"{candidats : [('Q52147406', 88.2352941176)]}",1820,Gossnitz,1902,Munich,,,,,,Allemagne,,,,,peinture,,,,
26252,Medrington,"{candidats : [('Q81391834', 39.4444444444)]}",,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
25470,Johann Baptist Hofner,"{candidats : [('Q1692546', 82.1176470588)]}",1832,Aresing,1913,Munich,,,,,,Allemagne,,,,,peinture,,,,
26471,Briot-Détrois,,,,,,,,,,,France,,,,,arts décoratifs,,,,
26494,Richard Parkinson,"{candidats : [('Q87256234', 86.2857142857), ('Q124205', 71.4285714286), ('Q742175', 71.4285714286), ('Q7328277', 71.4285714286), ('Q15990215', 71.4285714286), ('Q16254703', 71.4285714286), ('Q64778795', 71.4285714286), ('Q76051196', 71.4285714286), ('Q97566756', 71.4285714286), ('Q1179206', 62.1428571429), ('Q112455465', 62.1428571429), ('Q133758836', 62.1428571429), ('Q7329755', 60.7142857143)]}",,,,,,,,,,,,,,,photographie,,,,
26571,Pierre Despommiers,,,,,,,,,,,France,,,,,architecture,,,,
25809,John Heathcote,"{candidats : [('Q15999856', 80.9333333333), ('Q6249668', 44.0)]}",1800,,1892,,Artiste,,,,,Royaume-Uni,,,,,photographie,,,,
25837,Paul Kutter,"{candidats : [('Q3247421', 77.7777777778), ('Q57244365', 55.5555555556)]}",,,,,,,,,,Luxembourg,,,,,peinture,,,,
25939,Alice Hughes,"{candidats : [('Q2646909', 77.7777777778), ('Q57307198', 55.5555555556), ('Q75535225', 55.5555555556), ('Q75886717', 55.5555555556), ('Q75989739', 55.5555555556), ('Q76202460', 55.5555555556), ('Q100385799', 55.5555555556), ('Q104369254', 51.0), ('Q75446604', 46.1111111111), ('Q75658888', 41.1111111111), ('Q76292893', 36.1111111111), ('Q101422958', 35.5555555556), ('Q76293112', 35.0)]}",,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
25987,Jones Bernard Edward,"{candidats : [('Q59626839', 88.4444444444), ('Q95886215', 55.3333333333)]}",,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
26810,Andrew Pringle,"{candidats : [('Q4758309', 53.8461538462), ('Q20656725', 38.4615384615), ('Q43912344', 38.4615384615), ('Q75451984', 38.4615384615), ('Q75567071', 38.4615384615), ('Q75627629', 38.4615384615), ('Q76288757', 38.4615384615), ('Q104177215', 38.4615384615), ('Q7182293', 38.1538461538), ('Q82769830', 34.6153846154), ('Q110178555', 30.7692307692), ('Q3817456', 27.6923076923), ('Q4758310', 26.1538461538), ('Q75735797', 26.1538461538), ('Q75736081', 26.1538461538), ('Q75942926', 24.6153846154)]}",1850,,1927,,,,,,,Royaume-Uni,,,,,photographie,,,,
26997,Richard William George Dennis,"{candidats : [('Q3934901', 86.2222222222), ('Q67617585', 68.2222222222), ('Q6709547', 68.0), ('Q126047', 67.7777777778), ('Q2149318', 67.7777777778), ('Q105133261', 67.7777777778), ('Q7325173', 64.5555555556), ('Q108259648', 63.8888888889), ('Q7325172', 62.3333333333), ('Q7323829', 59.4444444444), ('Q7324021', 59.4444444444), ('Q18027368', 59.4444444444), ('Q88479163', 59.0), ('Q1209760', 57.7777777778), ('Q5273159', 57.7777777778), ('Q114090603', 57.7777777778), ('Q5272974', 56.6666666667), ('Q20706682', 56.6666666667), ('Q1189457', 55.5555555556), ('Q16056366', 55.5555555556), ('Q16196422', 55.5555555556), ('Q41805547', 55.5555555556), ('Q75887117', 55.5555555556), ('Q89413072', 55.5555555556), ('Q5272985', 55.1111111111)]}",,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
26573,Constant-Désiré Despradelle,"{candidats : [('Q5163607', 65.68)]}",1862,Chaumont,1912,Boston,Artiste,Artiste,,,,Etats-Unis,France,,,,architecture,sculpture,,,
27484,Arthur J. Dix,"{candidats : [('Q4799187', 60.0), ('Q4799282', 55.0)]}",,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
26821,William Pumphrey,"{candidats : [('Q8017127', 78.0), ('Q105806295', 38.4615384615)]}",1817,,1905,,,,,,,Royaume-Uni,,,,,photographie,,,,
26920,Madeleine Delécluse,,,,,,,,,,,France,,,,,arts décoratifs,,,,
27078,Hermann Julius Lichtenberger,"{candidats : [('Q105322607', 84.6153846154)]}",,,1897,Dresde,,,,,,Allemagne,,,,,peinture,,,,
27730,William Marmaduke Walkington,,,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
27788,N. J. Du Chatel,,1856,,,,,,,,,France,,,,,arts décoratifs,,,,
27387,Charles Reid Dick,,,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
27593,Frederic Thurston,,,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
28307,Emile Daumin,,,,,,,,,,,France,,,,,sculpture,,,,
28392,Marcel Emmer-Roudillon,,,,,,,,,,,France,,,,,arts décoratifs,,,,
28070,George Carpe Whitfield,"{candidats : [('Q102082844', 72.2222222222)]}",,,,,,,,,,Royaume-Uni,,,,,photographie,,,,
28097,Jacques-Joseph Ebelmen,"{candidats : [('Q907419', 87.3333333333)]}",,,,,,,,,,France,,,,,arts décoratifs,,,,
28687,Faugeron et Dupuis,,,,,,,,,,,France,,,,,arts décoratifs,,,,
28876,Willy Finch,"{candidats : [('Q914211', 71.4285714286)]}",1854,Bruxelles,1930,Helsinki,,,,,,Belgique,Finlande,,,,arts décoratifs,peinture,,,
28909,Fischmeister,"{candidats : [('Q1602913', 63.8888888889), ('Q109939618', 63.5555555556), ('Q2171240', 56.8888888889), ('Q112535622', 55.4444444444), ('Q120592907', 46.1111111111), ('Q43182490', 42.7777777778), ('Q59545643', 41.6666666667), ('Q40388856', 40.5555555556), ('Q41256955', 40.5555555556), ('Q125732014', 40.5555555556), ('Q131126319', 39.4444444444), ('Q55851697', 20.0)]}",,,,,,,,,,Autriche,,,,,arts décoratifs,,,,
28962,Ernő Foerk,"{candidats : [('Q922835', 88.2352941176)]}",1868,Timisoara,1934,Budapest,,,,,,Hongrie,,,,,arts décoratifs,,,,
28798,François Mizoule,,1863,,,,,,,,,France,,,,,sculpture,,,,
29427,Albert Gagnon,,,,,,,,,,,France,,,,,arts décoratifs,,,,
29455,Louis Gallet,"{candidats : [('Q1148209', 90.4444444444), ('Q110017856', 63.5555555556), ('Q2959162', 57.7777777778), ('Q116678058', 55.5555555556), ('Q110394632', 53.3333333333), ('Q118146489', 53.3333333333), ('Q125217329', 53.3333333333), ('Q29630113', 48.8888888889), ('Q7586780', 33.3333333333)]}",,,,,,,,,,France,,,,,arts décoratifs,,,,
29158,S. Fränkel,"{candidats : [('Q541206', 62.7777777778), ('Q594401', 57.7777777778), ('Q112490356', 54.6666666667), ('Q18921740', 54.1111111111), ('Q113634534', 54.1111111111), ('Q92979565', 52.4444444444), ('Q24574435', 51.3333333333), ('Q18810777', 50.3333333333), ('Q7442924', 47.7777777778), ('Q107862489', 44.4444444444), ('Q87686717', 43.3333333333), ('Q91940968', 43.3333333333), ('Q88554016', 41.6666666667), ('Q117244500', 41.6666666667), ('Q102158732', 40.0), ('Q91238737', 38.3333333333), ('Q1471174', 27.7777777778), ('Q55904846', 26.1111111111), ('Q107138887', 20.0)]}",,,,,,,,,,Allemagne,,,,,arts décoratifs,,,,
29688,Suzanne-Marie Germain,,,,,,,,,,,France,,,,,arts décoratifs,,,,
29282,Mlle Noémie Fuchs,,,,,,,,,,,France,,,,,arts décoratifs,peinture,,,
29871,Alexis Godillot,"{candidats : [('Q2834511', 85.7777777778), ('Q2834513', 77.7777777778)]}",,,,,,,,,,France,,,,,arts décoratifs,,,,
29881,Yvonne-Marie Goer,,,,,,,,,,,France,,,,,arts décoratifs,,,,
29922,"Goodall, Lamb & Highway",,,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
30221,Jean Guénin,,,,,,,,,,,France,,,,,arts décoratifs,,,,
29682,Alphonse-Joseph Germain,"{candidats : [('Q18332060', 55.4545454545), ('Q18533719', 53.6363636364)]}",,,,,,,,,,France,,,,,arts décoratifs,sculpture,,,
29691,Gerntien,,,,,,,,,,,Pays-Bas,,,,,arts décoratifs,,,,
29711,Romain Gevaert,,,,1931,,,,,,,Belgique,,,,,arts décoratifs,,,,
30591,Jean Durif,,,,,,,,,,,France,,,,,sculpture,,,,
30623,Guillou,"{candidats : [('Q315773', 77.7777777778), ('Q1359249', 77.7777777778), ('Q862935', 73.8888888889), ('Q102175148', 71.8888888889), ('Q2835161', 71.1111111111), ('Q5616330', 69.1111111111), ('Q21502678', 67.7777777778), ('Q1349794', 63.3333333333), ('Q2144665', 63.3333333333), ('Q3050960', 63.3333333333), ('Q20829734', 63.3333333333), ('Q21857527', 63.3333333333), ('Q28057829', 63.3333333333), ('Q28857641', 63.3333333333), ('Q56062445', 63.3333333333), ('Q65584630', 63.3333333333), ('Q3262114', 61.1111111111), ('Q17285005', 61.1111111111), ('Q18214900', 61.1111111111), ('Q2514846', 59.4444444444), ('Q3293637', 59.4444444444), ('Q15582052', 59.4444444444), ('Q108301585', 59.4444444444), ('Q224856', 57.7777777778), ('Q267147', 57.7777777778)]}",,,,,,,,,,France,,,,,arts décoratifs,,,,
30673,Eva Haack,,,,,,,,,,,Danemark,,,,,arts décoratifs,,,,
30075,F. S. Greenwood,,,,,,,,,,,Royaume-Uni,,,,,arts décoratifs,,,,
30931,Else Thalemann,"{candidats : [('Q51323090', 74.6315789474)]}",1901,Berlin,1985,Mölln,Artiste,,,,,Allemagne,,,,,photographie,,,,
30964,Leopold Schönchen,"{candidats : [('Q84561653', 88.2352941176)]}",1855,Augsburg,1935,Munich,,,,,,Allemagne,,,,,peinture,,,,
31059,Sauveur Errico,,,,,,,,,,,Japon,,,,,arts décoratifs,,,,
30194,William Henry Grueby,"{candidats : [('Q55721496', 52.9411764706)]}",1867,Boston,1925,New York,,,,,,Etats-Unis,,,,,arts décoratifs,,,,
31090,Ferdinand Hauser,"{candidats : [('Q94810198', 73.3333333333), ('Q1405370', 46.6666666667), ('Q98601332', 46.6666666667), ('Q124052672', 38.4666666667), ('Q2039067', 33.7333333333), ('Q104705192', 33.3333333333), ('Q133346872', 33.3333333333)]}",1864,Vienne,1919,,,,,,,Autriche,,,,,arts décoratifs,,,,
31101,Emeroy Havens,,,,,,,,,,,Etats-Unis,,,,,arts décoratifs,,,,
31183,Henry T. Anthony,"{candidats : [('Q5728922', 64.9473684211), ('Q79948287', 36.5263157895), ('Q118581520', 33.8421052632), ('Q6847197', 30.0526315789), ('Q5321681', 20.7894736842), ('Q201811', 15.7894736842)]}",1814,New York,1884,New York,Artiste,,,,,Etats-Unis,,,,,photographie,,,,
30445,Francisco Antonio Maria Esberard,,,,,,,,,,,Brésil,,,,,arts décoratifs,,,,
30468,Edouard Dryepondt-Brans,"{candidats : [('Q100324691', 55.5555555556)]}",,,,,,,,,,Belgique,,,,,arts décoratifs,,,,
30561,François Coudert,"{candidats : [('Q40632611', 78.4444444444), ('Q59579332', 77.7777777778)]}",,,,,,,,,,France,,,,,sculpture,,,,
30636,Fernando Guitierrez,,,,,,,,,,,Mexique,,,,,arts décoratifs,,,,
30677,Haarhaus,"{candidats : [('Q2075377', 52.1428571429), ('Q1712899', 50.0), ('Q95203740', 50.0), ('Q95712549', 50.0), ('Q59545021', 47.8571428571), ('Q133001384', 47.8571428571), ('Q94942313', 45.7142857143), ('Q95334815', 44.2857142857), ('Q132804688', 39.2857142857), ('Q1677666', 37.8571428571), ('Q79436694', 37.8571428571), ('Q1609447', 27.1428571429)]}",,,,,,,,,,,,,,,arts décoratifs,,,,
31414,Claude H. Canfield,,,,,,,,,,,Etats-Unis,,,,,photographie,,,,
31441,Gustav Hedberg,"{candidats : [('Q24681275', 77.7777777778), ('Q90566241', 58.3333333333), ('Q9696706', 47.2222222222)]}",,,,,,,,,,Suède,,,,,arts décoratifs,,,,
31594,"Mme Georgine Cornélie, Mme Adam-Salomon","{candidats : [('Q76607000', 76.3636363636)]}",,,1878,,,,,,,France,,,,,sculpture,,,,
31070,Friedrich Edmund Auguste Hartwig,,1856,Gehlberg,1917,Cassel,,,,,,Allemagne,,,,,arts décoratifs,,,,
31792,Heral,"{candidats : [('Q30639849', 62.1111111111), ('Q21014704', 61.6666666667), ('Q65585162', 59.4444444444), ('Q1609698', 53.3333333333), ('Q5732719', 52.0), ('Q3133380', 50.5555555556), ('Q3179178', 50.5555555556), ('Q131263006', 49.8888888889), ('Q2966286', 48.8888888889), ('Q107505031', 48.3333333333), ('Q164486', 46.1111111111), ('Q1615553', 46.1111111111), ('Q3165735', 45.5555555556), ('Q16025844', 45.5555555556), ('Q95246633', 45.1111111111), ('Q542201', 44.4444444444), ('Q1029923', 44.4444444444), ('Q60826327', 43.3333333333), ('Q20727831', 42.2222222222), ('Q9682', 40.4444444444), ('Q2175228', 39.4444444444), ('Q653469', 37.2222222222), ('Q798642', 37.2222222222), ('Q1634594', 37.2222222222), ('Q3572134', 37.2222222222)]}",,,,,,,,,,France,,,,,arts décoratifs,,,,
31802,Marie Herberger,"{candidats : [('Q100875675', 55.5555555556), ('Q130834897', 55.5555555556)]}",,,,,,,,,,Allemagne,,,,,arts décoratifs,,,,
31397,Clarence Bushnell,,,,,,,,,,,Etats-Unis,,,,,photographie,,,,
31410,Daniel S. Camp,,,,,,,,,,,Etats-Unis,,,,,photographie,,,,
31464,Otto Heinigke,"{candidats : [('Q110017955', 64.7058823529)]}",1851,New York,1915,New York,,,,,,Etats-Unis,,,,,arts décoratifs,,,,
31976,Georges Iness,"{candidats : [('Q153793', 76.1111111111), ('Q152272', 67.2222222222), ('Q229264', 67.2222222222), ('Q51107', 66.1111111111), ('Q251818', 64.8888888889), ('Q677496', 63.3333333333), ('Q594668', 61.6666666667), ('Q1225448', 61.6666666667), ('Q151164', 61.5555555556), ('Q207359', 60.6666666667), ('Q601482', 60.5555555556), ('Q2354287', 60.5555555556), ('Q3103513', 60.5555555556), ('Q171969', 60.4444444444), ('Q3102599', 57.7777777778), ('Q3335', 56.8888888889), ('Q293985', 56.6666666667), ('Q12998', 56.1111111111), ('Q217771', 56.1111111111), ('Q7199', 55.1111111111), ('Q662900', 55.0), ('Q15084554', 55.0), ('Q131981', 53.7777777778), ('Q130586', 53.5555555556), ('Q48438', 53.0)]}",,,,,,,,,,France,,,,,sculpture,,,,
32250,J. Albacete Collado,,,,,,,,,,,Espagne,,,,,photographie,,,,
31562,Clafin,"{candidats : [('Q75356844', 35.0), ('Q75356841', 31.6666666667)]}",,,,,,,,,,Etats-Unis,,,,,photographie,,,,
31667,Wladyslaw Milkuszyc,"{candidats : [('Q111358759', 53.8461538462)]}",1834,,1908,,,,,,,Pologne,,,,,sculpture,,,,
31691,William James Neatby,"{candidats : [('Q41732675', 42.8571428571)]}",1860,Barnsley,1910,High Wycombe,,,,,,Royaume-Uni,,,,,sculpture,peinture,arts décoratifs,,
32578,Antonio Guerra,"{candidats : [('Q101242638', 67.1111111111), ('Q460095', 66.6666666667), ('Q63093401', 66.6666666667), ('Q85966037', 66.6666666667), ('Q63719044', 64.0), ('Q14126927', 61.1111111111), ('Q20535233', 59.4444444444), ('Q10308828', 58.3333333333), ('Q4776440', 57.7777777778), ('Q262877', 57.4444444444), ('Q16531346', 57.3333333333), ('Q3839271', 56.6666666667), ('Q602385', 55.5555555556), ('Q9619838', 55.5555555556), ('Q46891364', 55.5555555556), ('Q60768674', 55.5555555556), ('Q62060636', 55.5555555556), ('Q64849760', 55.5555555556), ('Q90961442', 55.5555555556), ('Q134347374', 55.5555555556), ('Q116864538', 55.1111111111), ('Q108540628', 54.4444444444), ('Q21290093', 53.3333333333), ('Q5686073', 52.8888888889), ('Q4776781', 52.2222222222)]}",,,,,,,,,,Espagne,,,,,photographie,,,,
32610,Idelmon,,,,,,,,,,,Espagne,,,,,photographie,,,,
32079,Avrillon,"{candidats : [('Q3163850', 54.8888888889), ('Q16154466', 50.3333333333), ('Q131427012', 47.5555555556), ('Q3168949', 44.7777777778), ('Q112112500', 42.2222222222), ('Q125310042', 40.5555555556), ('Q115535091', 38.8888888889), ('Q3083394', 38.6666666667), ('Q9184336', 37.2222222222), ('Q131646052', 28.8888888889), ('Q131652676', 22.7777777778), ('Q131263528', 20.5555555556)]}",,,,,,,,,,Espagne,,,,,photographie,,,,
32798,Paul-Jean Huguet,,,,,,,,,,,France,,,,,arts décoratifs,,,,
32840,Louis Lajeune,,1856,Paris,1905,Le Perreux-sur-Marne,,,,,,France,,,,,sculpture,,,,
32123,Jose Rodriguez Caparro,,,,,,,,,,,Espagne,,,,,photographie,,,,
32179,Ramon Almela,"{candidats : [('Q87779048', 51.1111111111), ('Q107356522', 44.4444444444)]}",,,,,,,,,,Espagne,,,,,photographie,,,,
32305,A. Darblade,"{candidats : [('Q119690178', 48.6666666667), ('Q55619927', 31.6666666667), ('Q112963597', 27.7777777778)]}",,,,,,,,,,Espagne,,,,,photographie,,,,
32580,F. Guerrero,"{candidats : [('Q56950219', 55.5555555556), ('Q81826367', 55.5555555556), ('Q3105250', 51.6666666667), ('Q59133418', 44.4444444444), ('Q57025425', 42.7777777778), ('Q73031560', 42.7777777778), ('Q55816141', 41.6666666667), ('Q51061727', 41.1111111111), ('Q85301842', 41.1111111111), ('Q58255233', 40.0), ('Q58309910', 37.3333333333), ('Q81398', 37.2222222222), ('Q46424794', 32.7777777778), ('Q108369708', 31.6666666667), ('Q21390394', 30.0), ('Q89464116', 30.0), ('Q77858708', 29.4444444444), ('Q62563666', 28.8888888889), ('Q88792932', 26.1111111111), ('Q4705229', 8.33333333333)]}",,,,,,,,,,Espagne,,,,,photographie,,,,
33171,C. Renonciat,,,,,,,,,,,France,,,,,sculpture,,,,
32734,J. Lozano,"{candidats : [('Q58860724', 71.6666666667), ('Q16221037', 62.7777777778), ('Q1175330', 61.1111111111), ('Q11928724', 57.7777777778), ('Q57845429', 56.6666666667), ('Q57157711', 55.5555555556), ('Q58331731', 55.5555555556), ('Q62522008', 50.0), ('Q36593822', 49.4444444444), ('Q61297522', 46.6666666667), ('Q42323644', 44.4444444444), ('Q83144639', 40.5555555556), ('Q59770782', 38.8888888889), ('Q85596918', 38.8888888889), ('Q102158741', 38.8888888889), ('Q67209760', 37.2222222222), ('Q46718074', 35.5555555556), ('Q56685526', 35.5555555556), ('Q57401823', 34.4444444444), ('Q88772535', 34.4444444444), ('Q96068333', 32.7777777778), ('Q87638303', 31.6666666667), ('Q94943666', 30.5555555556), ('Q127749003', 29.5555555556), ('Q5937434', 26.1111111111)]}",,,,,,,,,,Espagne,,,,,photographie,,,,
35763,Alphonse Davanne,"{candidats : [('Q19945017', 77.0476190476)]}",1824-04-12,Paris,19/09/1912,Saint-Cloud,Artiste,,,,,France,France,,,,photographie,,,,
35838,Julien Vallou de Villeneuve,"{candidats : [('Q3189687', 86.3157894737)]}",1795,Boissy-Saint-Léger,1866,Paris,Artiste,,,,,France,,,,,photographie,,,,
