ConstituentID,DisplayName,candidats_scores_wikidata,date_naissance,Lieu_naissance,date_mort,Lieu_mort,Roles 1,Roles 2,Roles 3,Roles 4,Roles 5,Nationalite 1,Nationalite 2,Nationalite 3,Nationalite 4,Nationalite 5,Domaines_activite 1,Domaines_activite 2,Domaines_activite 3,Domaines_activite 4,Domaines_activite 5
11575,Mme Louise Dumont-Plessis,,,,1946,,,,,,,France,,,,,peinture,,,,
11586,José Dunach,,1886,Barcelone,1957,,,,,,,Espagne,,,,,sculpture,,,,
11602,Adrien Duplan,,1844,Paris,,,,,,,,France,,,,,peinture,,,,
11699,Louis Durel,"{candidats : [('Q48066649', 39.6666666667)]}",1869,Paris,1939,,,,,,,France,,,,,peinture,,,,
11703,Pasquale Duretti,"{candidats : [('Q122758718', 64.7058823529)]}",1867,Bari,1950,Bari,,,,,,Italie,,,,,sculpture,,,,
11727,Dusacq,"{candidats : [('Q98247909', 57.2222222222)]}",,,,,,,,,,France,,,,,photographie,,,,
10871,Léon Deschamps,"{candidats : [('Q1960644', 78.1052631579), ('Q3270898', 47.8947368421), ('Q55594439', 46.6315789474), ('Q109374495', 40.8421052632)]}",1860,Paris,1928,,Artiste,,,,,France,,,,,sculpture,arts décoratifs,,,
10881,Charles Desfontaines,,1826,Paris,1884,,,,,,,France,,,,,peinture,,,,
10906,François Adrien Desmarets,,,,,,,,,,,France,,,,,sculpture,,,,
11815,Federico María Eder y Gattens,"{candidats : [('Q60036080', 76.4705882353)]}",1830,Séville,1905,Séville,,,,,,Espagne,,,,,peinture,,,,
10997,Dever,"{candidats : [('Q676001', 79.0), ('Q3309472', 68.3333333333), ('Q1691383', 63.8888888889), ('Q6767357', 60.7777777778), ('Q52486636', 53.1111111111), ('Q977075', 50.5555555556), ('Q18350043', 50.5555555556), ('Q519784', 50.4444444444), ('Q441788', 49.2222222222), ('Q1658538', 49.2222222222), ('Q105389089', 49.2222222222), ('Q106889091', 49.2222222222), ('Q13461808', 47.6666666667), ('Q19879291', 47.0), ('Q111364292', 47.0), ('Q904588', 46.1111111111), ('Q3161026', 45.5555555556), ('Q26664078', 44.2222222222), ('Q120899940', 44.2222222222), ('Q3706272', 43.0), ('Q926705', 42.5555555556), ('Q15874525', 41.6666666667), ('Q323746', 40.8888888889), ('Q399600', 40.8888888889), ('Q1206725', 40.8888888889)]}",,,,,,,,,,France,,,,,sculpture,,,,
11007,Louis-Henri Devillez,"{candidats : [('Q18508471', 82.6315789474)]}",1855,Mons,1941,Bruxelles,Artiste,,,,,Belgique,,,,,sculpture,,,,
11063,Maxime Didier,"{candidats : [('Q88772111', 73.3333333333)]}",1876,Orléans,1915,,,,,,,France,,,,,sculpture,,,,
11839,Alfred Ehrmann,"{candidats : [('Q59629133', 60.0)]}",,,,,,,,,,France,,,,,photographie,,,,
11862,Ulrich-Henri Ellerhusen,,1879,Waren,1957,,,,,,,Etats-Unis,,,,,sculpture,,,,
11109,Dimenov,,1812,,1864,,,,,,,Russie,,,,,sculpture,,,,
11128,F. Diot,"{candidats : [('Q1091591', 44.4444444444)]}",,,,,,,,,,France,,,,,peinture,,,,
11930,Edvard Eriksen,"{candidats : [('Q525819', 76.4705882353), ('Q122674781', 29.7058823529)]}",1876,Copenhague,1950,Copenhague,,,,,,Danemark,,,,,sculpture,,,,
11946,Éléonore Escallier,"{candidats : [('Q3588124', 78.0952380952)]}",1827,Poligny,1888,Sèvres,Artiste,,,,,France,,,,,peinture,arts décoratifs,,,
12062,Faise,"{candidats : [('Q31076480', 46.0), ('Q28363847', 42.6666666667), ('Q53507747', 41.6666666667), ('Q24702587', 39.8888888889), ('Q117711436', 39.8888888889), ('Q595329', 39.4444444444), ('Q20019933', 38.3333333333), ('Q22442685', 38.3333333333), ('Q22679082', 38.3333333333), ('Q23799565', 36.6666666667), ('Q23881794', 36.6666666667), ('Q12231635', 35.5555555556), ('Q12231636', 35.5555555556), ('Q12231642', 35.5555555556), ('Q12231646', 35.5555555556), ('Q22323805', 35.5555555556), ('Q22672323', 35.5555555556), ('Q38054863', 34.4444444444), ('Q40024976', 34.4444444444), ('Q12231633', 33.8888888889), ('Q1775212', 31.1111111111), ('Q28758104', 31.1111111111), ('Q60564462', 26.6666666667), ('Q100658097', 26.6666666667), ('Q79351427', 23.3333333333)]}",,,,,,,,,,France,,,,,sculpture,,,,
11162,Henri Doldier,"{candidats : [('Q63790146', 71.6666666667)]}",,,,,,,,,,France,,,,,peinture,,,,
11241,Gustave Doré,"{candidats : [('Q6682', 94.0), ('Q15441122', 77.7777777778), ('Q1146437', 72.1111111111), ('Q121559412', 60.4444444444), ('Q33102150', 56.1111111111), ('Q3069128', 55.0), ('Q12796475', 55.0), ('Q75046473', 54.7777777778), ('Q17309920', 51.1111111111), ('Q3123913', 50.5555555556), ('Q3196709', 50.5555555556), ('Q22017898', 48.3333333333), ('Q96391161', 48.3333333333), ('Q102423023', 46.1111111111), ('Q2841061', 45.5555555556), ('Q28043215', 45.4444444444), ('Q354466', 44.6666666667), ('Q2852521', 44.4444444444), ('Q3446277', 44.4444444444), ('Q67390434', 44.4444444444), ('Q100469635', 43.7777777778), ('Q31092982', 43.3333333333), ('Q3222408', 42.7777777778), ('Q20204249', 42.7777777778), ('Q3069126', 42.2222222222)]}",,,,,,,,,,France,,,,,photographie,,,,
11303,Alberto Dressler,"{candidats : [('Q28927466', 78.9473684211), ('Q9618005', 29.7894736842)]}",1878,Milan,1949,Milan,,,,,,Italie,,,,,sculpture,peinture,,,
12075,Luis Ricardo Falero,"{candidats : [('Q2744493', 80.7058823529)]}",1851,Grenade,1896,Londres,,,,,,Espagne,,,,,peinture,,,,
12087,Marcel Falter,"{candidats : [('Q116851348', 71.7647058824), ('Q133751879', 29.4117647059)]}",1886,Dieuze,1966,Paris,Artiste,,,,,France,,,,,,,,,
12112,Arpad Farago,,1880,Wroclaw,1948,Budapest,,,,,,Hongrie,Pologne,,,,sculpture,,,,
12120,Fargier,"{candidats : [('Q65580620', 59.4444444444), ('Q65580621', 59.4444444444), ('Q106427956', 59.4444444444), ('Q107417406', 59.4444444444), ('Q2824212', 57.7777777778), ('Q63992444', 56.1111111111), ('Q117988898', 56.1111111111), ('Q3168488', 54.4444444444), ('Q65580622', 54.4444444444), ('Q107417822', 52.2222222222), ('Q99456340', 51.1111111111), ('Q20672804', 48.3333333333), ('Q88691743', 38.8888888889), ('Q130726145', 38.8888888889), ('Q244202', 37.2222222222), ('Q866786', 37.2222222222), ('Q122943607', 37.2222222222), ('Q64009923', 35.5555555556), ('Q131816705', 33.8888888889), ('Q131206490', 32.2222222222), ('Q131254230', 22.7777777778)]}",,,,,,,,,,France,,,,,photographie,,,,
12126,Jean-Baptiste Farochon,"{candidats : [('Q3164083', 72.347826087)]}",1812,Paris,1871,Paris,médailliste,Artiste,,,,France,France,,,,sculpture,,,,
11314,Drisaldi,"{candidats : [('Q18549894', 53.7777777778), ('Q16590250', 49.0), ('Q6784730', 45.6666666667), ('Q92344134', 37.2222222222)]}",,,,,,,,,,France,,,,,sculpture,,,,
11335,Édouard Drouot,"{candidats : [('Q2497967', 71.4285714286), ('Q62011491', 33.3333333333), ('Q55774046', 28.0)]}",1859,Sommevoire,1945,Paris,,,,,,France,,,,,peinture,sculpture,arts décoratifs,,
11361,Alexandrine Dubiez,,,,1921,Trévoux,,,,,,France,,,,,peinture,,,,
11382,Paul Du Bois,"{candidats : [('Q3371114', 78.9473684211), ('Q18197772', 43.1052631579), ('Q117434', 42.2105263158), ('Q26869474', 41.0526315789), ('Q2524533', 40.9473684211), ('Q50377862', 39.4736842105), ('Q110139860', 39.4736842105), ('Q3372534', 38.2105263158), ('Q77503', 36.4736842105), ('Q2829760', 35.8421052632), ('Q125591079', 35.6842105263), ('Q2059339', 33.1578947368), ('Q3288596', 32.5789473684), ('Q20488499', 31.8947368421), ('Q773042', 31.5263157895), ('Q3168470', 30.3684210526), ('Q65579317', 26.8947368421), ('Q16191273', 26.3157894737), ('Q99704416', 26.3157894737), ('Q107163804', 26.3157894737), ('Q112380134', 26.3157894737), ('Q125345792', 26.3157894737), ('Q124416373', 21.3157894737), ('Q118154189', 19.2105263158), ('Q67437510', 16.0526315789)]}",1859,Aywaille,1938,Uccle,,,,,,Belgique,,,,,arts décoratifs,sculpture,,,
12128,Thomas Farrell,"{candidats : [('Q7789532', 82.0), ('Q4842476', 54.7647058824), ('Q7819405', 52.9411764706), ('Q5451133', 45.8823529412), ('Q22018443', 44.7058823529), ('Q4460726', 44.2352941176), ('Q19691214', 42.4705882353), ('Q17518194', 42.0), ('Q963920', 41.5294117647), ('Q522632', 40.1176470588), ('Q1371154', 39.6470588235), ('Q20090681', 36.4117647059), ('Q32342453', 36.2941176471), ('Q105389100', 35.6470588235), ('Q111237953', 34.3529411765), ('Q7791059', 33.5882352941), ('Q54009923', 33.2941176471), ('Q75613257', 29.4117647059), ('Q76081259', 29.4117647059), ('Q88327023', 29.4117647059), ('Q123707267', 29.4117647059), ('Q23018254', 29.1764705882), ('Q76081260', 29.0588235294), ('Q7325623', 27.7058823529), ('Q76057162', 27.3529411765)]}",1827,Dublin,1900,Redesdale,,,,,,Irlande,,,,,sculpture,,,,
12143,Fernand Fau,"{candidats : [('Q3069151', 83.0526315789), ('Q3069150', 55.8947368421), ('Q3069162', 41.7894736842), ('Q80126928', 22.3684210526)]}",1858,Poitiers,1919,Paris,Artiste,,,,,France,,,,,peinture,,,,
12160,Firmin Bernard Fauquet,,1864,Paris,1905,,,,,,,France,,,,,peinture,,,,
11399,Joseph Dubourdieu,"{candidats : [('Q21176019', 77.7777777778)]}",,,,,,,,,,France,,,,,sculpture,,,,
11429,Louis-Théodore Dubé,"{candidats : [('Q93703625', 77.0666666667)]}",1861,Québec,1943,,,,,,,France,,,,,peinture,,,,
12229,Henry Charles Fehr,"{candidats : [('Q5719317', 82.1176470588), ('Q5084831', 34.2352941176)]}",1867,Forest Hill,1940,Londres,,,,,,Royaume-Uni,,,,,sculpture,,,,
12295,H. Ferrari,"{candidats : [('Q109990125', 61.1111111111), ('Q115783934', 56.0), ('Q37371337', 55.1111111111), ('Q16222463', 49.7777777778), ('Q60683279', 49.4444444444), ('Q5889604', 48.3333333333), ('Q528277', 45.7777777778), ('Q50572032', 44.0), ('Q109426603', 43.3333333333), ('Q39803399', 37.2222222222), ('Q57387680', 35.5555555556), ('Q349261', 35.0), ('Q59240283', 33.8888888889), ('Q57637566', 32.7777777778), ('Q63981763', 32.7777777778)]}",,,,,,,,,,France,,,,,photographie,,,,
12310,Joan Ferrer Miró,"{candidats : [('Q11684914', 88.2352941176)]}",1850,Vilanova i la Geltrú,1931,Barcelone,,,,,,Espagne,,,,,peinture,,,,
12328,Félix Ferru,"{candidats : [('Q110213601', 52.9411764706), ('Q98634407', 41.1764705882)]}",1831,Limoges,1879,Limoges,,,,,,France,,,,,sculpture,,,,
12337,Madeleine Fessard,"{candidats : [('Q21034176', 84.6153846154)]}",1873,Fécamp,,,,,,,,France,,,,,sculpture,,,,
12348,Eugène Feuillâtre,"{candidats : [('Q61041337', 83.619047619)]}",1870,Dunkerque,1916,Paris,Artiste,,,,,France,,,,,sculpture,arts décoratifs,,,
11473,Ducrost,,,,,,,,,,,France,,,,,sculpture,,,,
11485,Georges Achille Dufaud,"{candidats : [('Q133454600', 86.6666666667)]}",1831,Fourchambault,1895,,,,,,,France,,,,,peinture,,,,
11504,Charles Hilbert Dufour,,,,,,,,,,,France,,,,,peinture,,,,
11548,Antoine-Rambert Dumarest,"{candidats : [('Q20961728', 84.6153846154)]}",1820,Paris,,,,,,,,France,,,,,peinture,,,,
11565,Louise Adèle Dumond,,,,,,,,,,,France,,,,,peinture,,,,
11567,Auguste Dumont,"{candidats : [('Q179725', 81.4117647059)]}",1801,Paris,1884,Paris,,,,,,France,,,,,sculpture,,,,
11584,docteur Dumoutier,,,,,,,,,,,France,,,,,photographie,,,,
11606,Duponcesse,,,,,,,,,,,France,,,,,photographie,,,,
11631,Jules Dupré,"{candidats : [('Q959212', 78.0952380952), ('Q3292614', 42.8095238095)]}",1811,Nantes,1889,L'Isle-Adam,Artiste,,,,,France,France,,,,peinture,,,,
11676,George Durand,"{candidats : [('Q1508878', 53.6), ('Q18115363', 51.4666666667), ('Q116025147', 50.6666666667), ('Q3102659', 48.2666666667), ('Q28860072', 45.6666666667), ('Q109886140', 45.6666666667), ('Q106947854', 45.3333333333), ('Q110843102', 45.3333333333), ('Q118779967', 45.3333333333), ('Q1507465', 44.9333333333), ('Q21582496', 42.6666666667), ('Q106906938', 40.3333333333), ('Q20870912', 39.8666666667), ('Q3141995', 39.6666666667), ('Q84042189', 39.2666666667), ('Q34807475', 37.7333333333), ('Q110017636', 36.6666666667), ('Q55772026', 34.7333333333), ('Q19933390', 33.0), ('Q19997524', 32.0), ('Q95766539', 32.0), ('Q108720155', 30.0), ('Q97065998', 26.3333333333), ('Q5546738', 22.6666666667), ('Q75654302', 20.6666666667)]}",1867,Lyon,1934,,,,,,,France,,,,,peinture,,,,
11707,Eugène Durieu,"{candidats : [('Q1373483', 85.1578947368)]}",1800,Nîmes,1874,Paris,Artiste,,,,,France,,,,,photographie,,,,
11722,Edouard Durussel,"{candidats : [('Q4172348', 88.2352941176)]}",1842,Morges,1888,Berne,,,,,,Suisse,,,,,sculpture,,,,
11750,Dutrion,"{candidats : [('Q64846181', 56.1111111111)]}",,,,,,,,,,France,,,,,sculpture,,,,
11752,Dutut,,,,,,,,,,,France,,,,,sculpture,,,,
11757,Julien Duval,"{candidats : [('Q3189485', 42.1052631579), ('Q126000482', 36.8421052632), ('Q130538508', 36.8421052632), ('Q26384026', 29.1052631579), ('Q102289381', 26.3157894737)]}",1856,Paris,1939,,,,,,,France,,,,,architecture,sculpture,arts décoratifs,,
11771,Henri Duvieux,"{candidats : [('Q52155524', 69.2307692308)]}",1855,Paris,,,,,,,,France,,,,,peinture,,,,
12364,Mme Jeanne Fichel,,1849,Lyon,1906,,,,,,,France,,,,,peinture,,,,
12378,Dēmētrios Philippotēs,"{candidats : [('Q1185513', 68.9411764706)]}",1834,Pyrgos,1919,Athènes,,,,,,Grèce,,,,,sculpture,,,,
12390,Filosi,"{candidats : [('Q16644138', 47.8888888889), ('Q52852487', 47.7777777778), ('Q98793265', 46.5555555556), ('Q58152257', 33.3333333333), ('Q58035375', 31.6666666667)]}",,,,,,,,,,France,,,,,sculpture,,,,
12398,Emily Finnessy,,,,,,,,,,,Royaume-Uni,,,,,sculpture,,,,
12441,Frédéric Flachéron,"{candidats : [('Q3089809', 74.8571428571)]}",1813,Lyon,1883,Paris,Artiste,,,,,France,,,,,sculpture,photographie,,,
12444,Ole Henrikson Fladager,,1832,inconnu,1871,Rome,,,,,,Norvège,,,,,sculpture,,,,
12476,Auguste Antoine Fleury,"{candidats : [('Q94888561', 64.7058823529)]}",1827,Châtillon-sur-Seine,1881,Paris,,,,,,France,,,,,peinture,,,,
12491,Ernest Florian,"{candidats : [('Q21189287', 71.4285714286), ('Q18197575', 33.9047619048)]}",1863,Chez-le-Bart,1914,Paris,,,,,,France,Suisse,,,,peinture,sculpture,,,
12492,Walter Florian,"{candidats : [('Q21810662', 78.9473684211), ('Q23062869', 34.6315789474), ('Q43377691', 28.2105263158), ('Q61094482', 26.3157894737), ('Q95122328', 26.3157894737), ('Q130788428', 26.3157894737), ('Q132988665', 26.3157894737), ('Q99352306', 22.3684210526), ('Q133716404', 21.0526315789), ('Q102443898', 18.9473684211), ('Q133506189', 17.6315789474), ('Q130778142', 15.7894736842)]}",1878,New York,1909,New York,,,,,,Etats-Unis,,,,,sculpture,peinture,,,
12502,Ange Flégier,"{candidats : [('Q15407385', 86.6666666667)]}",1846,Marseille,1927,,,,,,,France,,,,,peinture,,,,
12525,H.D. de Folleville,,,,,,,,,,,France,,,,,sculpture,,,,
12590,A. Forgeais,"{candidats : [('Q2865095', 66.6666666667), ('Q131273284', 40.5555555556)]}",,,,,,,,,,France,,,,,photographie,,,,
12603,Mme Bertha Formstecher,,,,,,,,,,,France,,,,,peinture,,,,
11834,Jean Ehinger,,,,,,,,,,,France,,,,,sculpture,,,,
12623,Joséphine Fortin,,,,,,,,,,,France,,,,,sculpture,,,,
12660,Consuelo Fould,"{candidats : [('Q2995309', 71.4285714286), ('Q5536702', 28.5714285714), ('Q15059352', 24.0476190476), ('Q15059380', 22.7619047619)]}",1862,Cologne,1927,Paris,,,,,,Allemagne,France,,,,sculpture,peinture,,,
12677,Dominique Fourcade,"{candidats : [('Q3035386', 63.1764705882), ('Q3035158', 62.8235294118), ('Q65581966', 48.1176470588)]}",1871,Le Plan,,,Artiste,,,,,France,,,,,arts décoratifs,sculpture,,,
12700,Raymond Fournier-Sarlovèze,"{candidats : [('Q16216867', 78.9473684211)]}",1836,Moulins,1916,Paris,,,,,,France,,,,,sculpture,peinture,,,
11877,D.B. Emanuel,"{candidats : [('Q105682928', 44.4444444444), ('Q67961', 38.8888888889), ('Q885198', 37.5555555556), ('Q20481601', 33.5555555556), ('Q108752584', 32.2222222222), ('Q108755762', 32.2222222222), ('Q95073387', 30.0), ('Q108753101', 24.4444444444), ('Q108753102', 24.4444444444)]}",,,,,,,,,,France,,,,,sculpture,,,,
11887,Mme Alix Louise Enault,"{candidats : [('Q19414187', 71.2307692308)]}",1850,Paris,,,,,,,,France,,,,,peinture,,,,
12722,Mme Julie Christiane Frachon-Spazin,,,,,,,,,,,France,,,,,peinture,,,,
12747,Franchini,"{candidats : [('Q17489996', 65.1111111111), ('Q5565414', 64.0), ('Q110446267', 63.1111111111), ('Q90042144', 58.8888888889), ('Q56422788', 58.4444444444), ('Q2833673', 57.7777777778), ('Q18501572', 55.5555555556), ('Q52786104', 55.5555555556), ('Q131665461', 55.5555555556), ('Q56009800', 54.0), ('Q110446524', 53.1111111111), ('Q3838134', 51.7777777778), ('Q18487996', 51.7777777778), ('Q950256', 51.1111111111), ('Q113152378', 50.2222222222), ('Q22102946', 50.1111111111), ('Q23416757', 50.1111111111), ('Q30509501', 50.1111111111), ('Q57391705', 50.0), ('Q74355843', 50.0), ('Q5531187', 49.7777777778), ('Q3725772', 48.4444444444), ('Q3984287', 48.4444444444), ('Q15888279', 48.4444444444), ('Q42411118', 48.1111111111)]}",,,,,,,,,,France,,,,,sculpture,,,,
12766,Franschini,,,,,,,,,,,Italie,,,,,sculpture,,,,
11988,Pierre-Nicolas Euler,"{candidats : [('Q22009253', 86.6666666667)]}",1846,Lyon,1915,,,,,,,France,,,,,peinture,,,,
12031,Charles Fabre,"{candidats : [('Q52150197', 84.6153846154), ('Q75024576', 43.8461538462), ('Q2854197', 40.3846153846), ('Q21072476', 37.3076923077), ('Q21072489', 37.3076923077), ('Q3579695', 36.9230769231), ('Q107169254', 33.8461538462), ('Q118063090', 28.0769230769)]}",1851,,1933,,,,,,,France,,,,,photographie,,,,
12797,Emmanuel Frémiet,"{candidats : [('Q499022', 62.3703703704), ('Q5373224', 37.7777777778), ('Q20011084', 34.0740740741)]}",1824,Paris,1910,Paris,Artiste,sculpteur,,,,France,France,,,,arts décoratifs,sculpture,peinture,,
12805,Louis Fréret,"{candidats : [('Q3260384', 77.7777777778)]}",,,,,,,,,,France,,,,,peinture,,,,
12827,Ludwig Frid,"{candidats : [('Q5743650', 64.7058823529), ('Q112416902', 19.1176470588), ('Q55883887', 16.4705882353), ('Q122950602', 13.2352941176)]}",1855,Skede,1909,,,,,,,France,Suède,,,,peinture,,,,
12855,P. Frois,,,,,,Artiste,,,,,France,,,,,photographie,,,,
12860,Eugène Froment,"{candidats : [('Q42406103', 85.2631578947), ('Q353746', 63.0), ('Q45299750', 54.6315789474), ('Q124450834', 32.2105263158)]}",1844,Sens,1926,Paris,Artiste,,,,,France,,,,,peinture,,,,
12861,Ferdinand Froment,,1851,Paris,1921,,,,,,,France,,,,,peinture,,,,
12898,Peter Fuchs,"{candidats : [('Q1562754', 88.2352941176), ('Q1232032', 64.7058823529), ('Q1472584', 51.1764705882), ('Q1694919', 45.8823529412), ('Q5891917', 45.3529411765), ('Q1722938', 44.0), ('Q124630556', 40.4705882353), ('Q2075035', 39.4117647059), ('Q22691955', 39.2352941176), ('Q3376802', 38.5294117647), ('Q110597973', 38.3529411765), ('Q95171453', 37.7647058824), ('Q1702322', 37.3529411765), ('Q95253350', 33.8823529412), ('Q55362417', 33.2941176471), ('Q51004465', 29.4117647059), ('Q53503028', 29.4117647059), ('Q59683312', 29.4117647059), ('Q94806415', 29.4117647059), ('Q95239754', 29.4117647059), ('Q112354047', 29.4117647059), ('Q121461752', 29.4117647059), ('Q132931754', 29.4117647059), ('Q133373040', 29.4117647059), ('Q133473124', 29.4117647059)]}",1829,Cologne,1898,Cologne,,,,,,Allemagne,,,,,sculpture,,,,
12900,Henry Fugère,"{candidats : [('Q98594753', 57.8947368421), ('Q106091642', 42.9473684211)]}",1872,Saint-Mandé,1944,Paris,,,,,,France,,,,,sculpture,arts décoratifs,,,
12090,Auguste Pierre Famin,"{candidats : [('Q2871181', 42.8823529412)]}",1818,Beauvais,1852,Paris,,,,,,France,,,,,sculpture,,,,
12147,L. Faucheron,"{candidats : [('Q123677221', 77.7777777778)]}",,,,,,,,,,France,,,,,peinture,,,,
12193,Edmond Favelet,,,,,,,,,,,France,,,,,photographie,,,,
12965,Gadez,"{candidats : [('Q45258773', 48.3333333333)]}",,,,,,,,,,France,,,,,sculpture,,,,
13023,Stefano Luigi Maria Gaspare Galletti,,1833,Cento,1905,Rome,,,,,,Italie,,,,,sculpture,,,,
13055,Mlle Louise Gallien,,1870,Paris,1960,,,,,,,France,,,,,peinture,,,,
13056,Marie Clotilde Gallien-Berthon,"{candidats : [('Q105321439', 73.3333333333)]}",1870,Constantine,1959,,,,,,,France,,,,,peinture,,,,
13081,Henri Jean Gambart,"{candidats : [('Q52155492', 68.0)]}",1854,Péronne,1891,,,,,,,France,,,,,peinture,,,,
12245,Felting,"{candidats : [('Q348122', 52.1428571429), ('Q1404436', 52.1428571429), ('Q5382324', 52.1428571429), ('Q5442632', 52.1428571429), ('Q19978307', 47.8571428571), ('Q999663', 43.5714285714), ('Q568957', 40.7142857143), ('Q1314844', 40.0), ('Q129996842', 37.1428571429), ('Q3037239', 35.7142857143), ('Q872187', 25.7142857143)]}",,,,,,,,,,,,,,,sculpture,,,,
12320,Louis Théophile Ferrière,,,,,,,,,,,France,,,,,sculpture,,,,
12347,Mme Caroline Feuillas-Creusy,,1861,Paris,1931,,,,,,,France,,,,,peinture,,,,
12353,Feyen,"{candidats : [('Q588746', 68.3333333333), ('Q60266479', 56.5555555556), ('Q781120', 55.0), ('Q28151650', 49.2222222222), ('Q2233607', 48.3333333333), ('Q825661', 47.6666666667), ('Q96946356', 47.6666666667), ('Q105378143', 45.5555555556), ('Q134241', 42.7777777778), ('Q1259375', 42.6666666667), ('Q122648978', 40.8888888889), ('Q2165283', 40.0), ('Q102070002', 39.4444444444), ('Q114448798', 37.2222222222), ('Q633292', 34.4444444444), ('Q90675777', 34.4444444444), ('Q115824584', 34.4444444444), ('Q115827261', 34.4444444444), ('Q122935746', 33.7777777778), ('Q130778372', 31.1111111111), ('Q130786196', 29.4444444444), ('Q2649957', 27.7777777778), ('Q106310017', 27.7777777778), ('Q115829507', 27.7777777778), ('Q56460914', 26.6666666667)]}",,,,,,,,,,France,,,,,sculpture,,,,
12376,Louis Filhastre,"{candidats : [('Q110176346', 55.8823529412)]}",1859,Saint-Bazeille,1948,Villeneuve,,,,,,France,,,,,sculpture,,,,
13114,Mlle Marie Garay,,1861,Saint-Pierre-d'Irube,1954,Biarritz,,,,,,France,,,,,peinture,,,,
13154,Aladár Gárdos,"{candidats : [('Q47067181', 76.4705882353)]}",1878,Budapest,1944,Budapest,,,,,,Hongrie,,,,,sculpture,,,,
12433,Alphonse Emile Fivet,"{candidats : [('Q110017414', 64.7058823529)]}",1872,Noyers-Pont-Maugis,1946,Paris,,,,,,France,,,,,sculpture,,,,
12455,François Flameng,"{candidats : [('Q977953', 68.7826086957), ('Q960381', 43.4782608696)]}",1856,Paris,1923,Paris,auteur,Artiste,,,,France,France,,,,peinture,,,,
13207,Jean Gasc,"{candidats : [('Q16798470', 77.7777777778), ('Q110008344', 75.0), ('Q3172235', 74.2222222222), ('Q22211130', 72.2222222222), ('Q57245929', 70.0), ('Q29021445', 67.7777777778), ('Q107126011', 67.7777777778), ('Q131410161', 63.8888888889), ('Q21339786', 62.2222222222), ('Q98238233', 62.2222222222), ('Q123368695', 62.2222222222), ('Q60836847', 60.5555555556), ('Q3172233', 55.5555555556), ('Q3175419', 52.7777777778), ('Q92225350', 47.7777777778), ('Q75414930', 43.3333333333), ('Q125271232', 41.6666666667), ('Q133717628', 41.6666666667), ('Q59684132', 40.0)]}",,,,,,,,,,France,,,,,peinture,,,,
13208,Léon Gascard,,1861,Fignières,1940,,,,,,,France,,,,,peinture,,,,
13236,Jacques-Édouard Gatteaux,"{candidats : [('Q3025781', 77.652173913)]}",1788,Paris,1881,Paris,Artiste,sculpteur,,,,France,France,,,,sculpture,,,,
13292,Armande Jeanne Gauthier,,1865,Paris,,,,,,,,France,,,,,peinture,,,,
13295,Germaine Marie Gauthier-Massier,,1877,Nice,,,,,,,,France,,,,,sculpture,,,,
13335,A. Gayet,"{candidats : [('Q435925', 65.5555555556), ('Q8325283', 65.5555555556), ('Q2831195', 63.3333333333), ('Q116185142', 63.3333333333), ('Q22109018', 61.6666666667), ('Q115633189', 61.1111111111), ('Q24237507', 59.4444444444), ('Q33147242', 59.4444444444), ('Q61597032', 59.4444444444), ('Q99456992', 55.0), ('Q111034589', 53.3333333333), ('Q3102997', 51.6666666667), ('Q61903563', 51.6666666667), ('Q98257602', 51.6666666667), ('Q105944605', 51.6666666667), ('Q57245836', 51.1111111111), ('Q98247114', 50.0), ('Q104631058', 50.0), ('Q111097126', 48.8888888889), ('Q65583022', 47.2222222222), ('Q112505217', 46.0), ('Q3169333', 45.5555555556), ('Q18715787', 43.3333333333), ('Q3159234', 42.7777777778), ('Q102292413', 41.1111111111)]}",,,,,,,,,,France,,,,,photographie,,,,
13401,Wilhelm Genutat,,,,,,,,,,,Allemagne,,,,,sculpture,,,,
13410,Jules Paul Geoffroy,,,,,,,,,,,France,,,,,sculpture,,,,
12472,Henry Stuart Fleming,,1863,Philadelphie,,,,,,,,Etats-Unis,,,,,sculpture,,,,
12558,Francesco Fontana,"{candidats : [('Q110017605', 62.7058823529), ('Q108318550', 50.2352941176), ('Q104619487', 48.4705882353), ('Q646955', 46.9411764706), ('Q3750111', 45.8823529412), ('Q16977523', 45.8823529412), ('Q3749996', 45.2941176471), ('Q3749997', 45.0588235294), ('Q108320385', 45.0588235294), ('Q57015032', 41.1764705882), ('Q1079538', 39.0588235294), ('Q125326119', 36.1764705882), ('Q108004022', 33.2352941176), ('Q3750611', 32.7647058824), ('Q14823536', 26.7647058824), ('Q101473969', 23.8235294118), ('Q106811360', 23.8235294118)]}",1843,Cureglia,1876,Milan,,,,,,Italie,,,,,sculpture,,,,
